HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
3B6F54KMR2XLFBRVQLTFUYNE03CS1Y,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3YMU66OBIOUWF11CNC7LLRG8F7MGHZ,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:07:21 PDT 2019,Mon Apr 29 21:13:08 PDT 2019,Tue May 14 21:13:08 PDT 2019,,,,347,100% (9/9),100% (9/9),100% (9/9),<b>Portal 2</b>,,,Developer: <b>Valve Corporation</b>,,,,,,Platform: <b>PlayStation</b>,,,,,I know you're a fan of the Valve Corporation. Have you played Portal 2 on Playstation?,,
3XQ4XW3OD9XS4W9R9PTTZHXJS9QS2F,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3MRNMEIQW6SVPDABC7LB7Y6IKI3DLQ,A33G1EEP3ZVBPL,Submitted,Thu May 02 13:19:00 PDT 2019,Thu May 02 13:19:48 PDT 2019,Fri May 17 13:19:48 PDT 2019,,,,48,100% (15/15),100% (15/15),100% (15/15),<b>Portal 2</b>,Year: <b>2011</b>,,,,,,Player perspective: <b>first person</b>,,,,,,,A 2011 first-person game that I enjoyed was Portal 2. Have you played it?,,
3XQ4XW3OD9XS4W9R9PTTZHXJS9QS2F,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3YHH42UU5C11QT9H0VXGSRMZQ7W0LE,A1MW021IG07IMF,Submitted,Sat May 04 22:32:47 PDT 2019,Sat May 04 22:33:19 PDT 2019,Sun May 19 22:33:19 PDT 2019,,,,32,100% (404/404),100% (404/404),100% (246/246),<b>Portal 2</b>,Year: <b>2011</b>,,,,,,Player perspective: <b>first person</b>,,,,,,,A first person game released back in 2011 that I enjoyed was Portal 2. Have you played it before?,,
3HFWPF5AK94HPE5ADP7YIR2BYNQS3Q,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3DBQWDE4Y7KQ90Y39EJ7MEMFCA55N4,A1MW021IG07IMF,Submitted,Sat May 04 22:08:17 PDT 2019,Sat May 04 22:09:08 PDT 2019,Sun May 19 22:09:08 PDT 2019,,,,51,100% (404/404),100% (404/404),100% (246/246),<b>Need for Speed: Most Wanted</b>,Year: <b>2005</b>,,,,,Genres: <b>driving/racing</b>,,,,,,,,"A 2005 driving/racing game I thought was fun was Need for Speed: Most Wanted, are you familiar with it?",,
3HFWPF5AK94HPE5ADP7YIR2BYNQS3Q,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3DQQ64TANH7KP4P0LUJ8G34NVMSWPP,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:26:39 PDT 2019,Mon Apr 29 21:31:10 PDT 2019,Tue May 14 21:31:10 PDT 2019,,,,271,100% (9/9),100% (9/9),100% (9/9),<b>Need for Speed: Most Wanted</b>,Year: <b>2005</b>,,,,,Genres: <b>driving/racing</b>,,,,,,,,Need for Speed: Most Wanted is a driving/racing game loaded with nostalgia circa 2005. Have you played it before?,,
3OID399FXGS6312L0UDBO1580ALDFQ,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3DR23U6WE60O0WWGHBYMZ7YKE7ETEQ,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:46:00 PDT 2019,Thu May 02 12:46:57 PDT 2019,Fri May 17 12:46:57 PDT 2019,,,,57,100% (15/15),100% (15/15),100% (15/15),<b>Need for Speed: Most Wanted</b>,,,,,,Genres: <b>driving/racing</b>,,,Platform: <b>PC</b>,,,,,A PC platform driving/racing game that I enjoyed was Need for Speed: Most Wanted. Have you played it?,,
3OID399FXGS6312L0UDBO1580ALDFQ,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3EFE17QCRDRZ56A3IC12A5ZB4I5HSA,A1MW021IG07IMF,Submitted,Sat May 04 22:13:54 PDT 2019,Sat May 04 22:14:28 PDT 2019,Sun May 19 22:14:28 PDT 2019,,,,34,100% (404/404),100% (404/404),100% (246/246),<b>Need for Speed: Most Wanted</b>,,,,,,Genres: <b>driving/racing</b>,,,Platform: <b>PC</b>,,,,,"A classic driving/racing game for the PC is Need for Speed: Most Wanted, did you ever play it?",,
3VQTAXTYN3627M1RHNH4FBIB7COUBZ,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,30MVJZJNHNZDRX9UX64W5NA0NPWJ9M,A1MW021IG07IMF,Submitted,Wed Apr 24 22:00:17 PDT 2019,Wed Apr 24 22:01:07 PDT 2019,Thu May 09 22:01:07 PDT 2019,,,,50,100% (404/404),100% (404/404),100% (246/246),<b>Need for Speed: Most Wanted</b>,,,,,,Genres: <b>driving/racing</b>,Player perspective: <b>first person</b>,,,,,,,"A first person driving/racing game I played recently was Need for Speed: Most Wanted, are you familiar with it?",,
3VQTAXTYN3627M1RHNH4FBIB7COUBZ,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sat Apr 27 00:59:22 PDT 2019,,,3Z7EFSHGNA0GKFLMQUTOYMJN5LBXCT,A2ITJNPW1LDUN7,Submitted,Fri Apr 26 09:43:55 PDT 2019,Fri Apr 26 09:44:09 PDT 2019,Sat May 11 09:44:09 PDT 2019,,,,14,100% (334/334),100% (334/334),100% (277/277),<b>Need for Speed: Most Wanted</b>,,,,,,Genres: <b>driving/racing</b>,Player perspective: <b>first person</b>,,,,,,,"I was playing  Need for Speed: Most Wanted last night, you heard of it? It's a first person driving game.",,
3K1H3NEY7LKCH1YGBEJT6M5K1PLDGP,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,32M8BPYGAU8WBWCWTUP6L3HNGKQIGK,A1MW021IG07IMF,Submitted,Sat May 04 22:44:42 PDT 2019,Sat May 04 22:45:19 PDT 2019,Sun May 19 22:45:19 PDT 2019,,,,37,100% (404/404),100% (404/404),100% (246/246),<b>Need for Speed: Most Wanted</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,,Player perspective: <b>first person</b>,,,,,,,"Speaking of T rated games with a first person perspective, are you familiar with Need for Speed: Most Wanted?",,
3UEBBGULPF9SK3D7MP30Y19WNTQFUF,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3IFS6Q0HJJ5Z11LNOUJNAH0Q58ASIV,A1ELPYAFO7MANS,Approved,Tue May 07 21:19:44 PDT 2019,Tue May 07 21:20:23 PDT 2019,Sun May 12 21:20:23 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,39,100% (153/153),100% (153/153),100% (126/126),<b>Need for Speed: Most Wanted</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,,Player perspective: <b>first person</b>,,,,,,,I know you're looking for a first person game rated T (for Teen) for your kid. Have you ever played Need for Speed: Most Wanted?,,
367O8HRHKGT27AOED3CHSWUHCNMS4B,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,34MAJL3QP5919D1TDQGI88IV7XL34J,A1MW021IG07IMF,Submitted,Sat May 04 22:48:13 PDT 2019,Sat May 04 22:48:47 PDT 2019,Sun May 19 22:48:47 PDT 2019,,,,34,100% (404/404),100% (404/404),100% (246/246),<b>Need for Speed: Most Wanted</b>,,,Developer: <b>EA Redwood Shores</b>,,,Genres: <b>driving/racing</b>,,,,,,,,"While we're on the subject of driving/racing games made by EA Redwood Shores, are you familiar with Need for Speed: Most Wanted?",,
367O8HRHKGT27AOED3CHSWUHCNMS4B,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3E13VNJ1NOHZ7HMTBB43EGDHDVQ1IL,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:31:10 PDT 2019,Mon Apr 29 21:33:14 PDT 2019,Tue May 14 21:33:14 PDT 2019,,,,124,100% (9/9),100% (9/9),100% (9/9),<b>Need for Speed: Most Wanted</b>,,,Developer: <b>EA Redwood Shores</b>,,,Genres: <b>driving/racing</b>,,,,,,,,EA Redwood Shores did a lot for the driving/racing genre with Need for Speed: Most Wanted. Did you ever play it?,,
3M0556243S5FPDTYPOREK6H2EENNFI,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,39LOEL67OTR2SEOVPT6VPKY094183L,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:38:18 PDT 2019,Thu May 02 12:39:34 PDT 2019,Fri May 17 12:39:34 PDT 2019,,,,76,100% (15/15),100% (15/15),100% (15/15),<b>The Wolf Among Us</b>,,,Developer: <b>Telltale Games</b>,,,"Genres: <b>adventure, point-and-click</b>",,,,,,,,"Since you seem to be a fan of adventure, point-and-click games by Telltale Games, I thought you might like The Wolf Among Us too. Have you heard about the game?",,
3M0556243S5FPDTYPOREK6H2EENNFI,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3NXNZ5RS1BJK728SWXFZ2X5RWUT790,A1MW021IG07IMF,Submitted,Wed Apr 24 21:53:56 PDT 2019,Wed Apr 24 21:54:49 PDT 2019,Thu May 09 21:54:49 PDT 2019,,,,53,100% (404/404),100% (404/404),100% (246/246),<b>The Wolf Among Us</b>,,,Developer: <b>Telltale Games</b>,,,"Genres: <b>adventure, point-and-click</b>",,,,,,,,I think my favorite out of all the point-and-click adventure games made by Telltale Games might actually be The Wolf Among Us. Have you played it?,,
3M67TQBQQH9Z4K8WDYMHO4BRC9TA9T,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3ITXP059PX5VWC5T6C4NMIFQHA6JSE,A1MW021IG07IMF,Submitted,Sat May 04 22:02:20 PDT 2019,Sat May 04 22:03:48 PDT 2019,Sun May 19 22:03:48 PDT 2019,,,,88,100% (404/404),100% (404/404),100% (246/246),<b>The Wolf Among Us</b>,,,,,,"Genres: <b>adventure, point-and-click</b>",,,,Available on Steam: <b>yes</b>,,,,"While we're on the subject of point-and-click adventure games available for Steam, have you heard of The Wolf Among Us?",,
3EHVO81VN56WP2DFFRHGQKGCSB51HZ,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3SITXWYCNWVXAATGCUXTN2D5OW1BXJ,A1ELPYAFO7MANS,Approved,Tue May 07 19:40:52 PDT 2019,Tue May 07 19:41:26 PDT 2019,Sun May 12 19:41:26 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,34,100% (153/153),100% (153/153),100% (126/126),<b>The Wolf Among Us</b>,,,,,,"Genres: <b>adventure, point-and-click</b>",,,,Available on Steam: <b>yes</b>,,,,"Since you got a lot of Steam credit for you birthday, I wonder if you've thought about buying the adventure point-and-click game The Wolf Among Us?",,
368IUKXGA5TJ95C04A12UP9KLULP6D,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3DIP6YHAPDE52C4SEDNR8B2XZ9S8E8,A1WYMR7MGOCO83,Submitted,Mon Apr 29 21:38:54 PDT 2019,Mon Apr 29 21:42:43 PDT 2019,Tue May 14 21:42:43 PDT 2019,,,,229,100% (9/9),100% (9/9),100% (9/9),<b>The Wolf Among Us</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,,Platform: <b>PC</b>,,,,,It's on PC and rated M (for Mature). Are you familiar with The Wolf Among Us?,,
368IUKXGA5TJ95C04A12UP9KLULP6D,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,3R6BYFZZP8YNNR5WHWJP6S4Q1LYXF8,A1MW021IG07IMF,Submitted,Wed Apr 24 21:44:59 PDT 2019,Wed Apr 24 21:45:28 PDT 2019,Thu May 09 21:45:28 PDT 2019,,,,29,100% (404/404),100% (404/404),100% (246/246),<b>The Wolf Among Us</b>,,,,ESRB content rating: <b>M (for Mature)</b>,,,,,Platform: <b>PC</b>,,,,,"I know you enjoy M rated games you can play on your PC, have you heard of The Wolf Among Us?",,
3CVDZS288HL97V8YDNCE7RS29ODFMA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,379J5II41P20HJOB82WVDGO3KTPLEA,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:34:13 PDT 2019,Thu May 02 12:36:28 PDT 2019,Fri May 17 12:36:28 PDT 2019,,,,135,100% (15/15),100% (15/15),100% (15/15),<b>The Wolf Among Us</b>,,,,,,,,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,,,,,"Speaking of one-player games suitable for PC platform, have you heard of The Wolf Among Us?",,
3CVDZS288HL97V8YDNCE7RS29ODFMA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3DI28L7YXB0NRCK7FSECT1FPK5EE1P,A1MW021IG07IMF,Submitted,Wed Apr 24 22:03:51 PDT 2019,Wed Apr 24 22:04:48 PDT 2019,Thu May 09 22:04:48 PDT 2019,,,,57,100% (404/404),100% (404/404),100% (246/246),<b>The Wolf Among Us</b>,,,,,,,,Has multiplayer: <b>no</b>,Platform: <b>PC</b>,,,,,"And speaking of single player games for the PC, one I enjoyed was The Wolf Among Us. Have you heard of it?",,
