mr,ref,alignment
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",the Green Man is a restaurant which also sells Japanese food. it is located near Express by Holiday Inn down by the riverside. yes it is family friendly,(4: name) (19: eattype) (47: food) (82: near) (117: area) (137: familyfriendly)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a children friendly Japanese restaurant in the Riverside area near Express by Holiday Inn.,(0: name) (15: familyfriendly) (33: food) (42: eattype) (60: area) (80: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","Featuring Japanese cuisine and a restaurant atmosphere, the Green Man is situated on the riverside, near the Express by Holiday Inn.",(10: food) (33: eattype) (61: name) (90: area) (111: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a child friendly Japanese restaurant that is near the Express by Holiday Inn.,(0: name) (15: familyfriendly) (30: food) (39: eattype) (67: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",There is a child friendly Japanese restaurant named Green Man that is located near the Express by Holiday Inn.,(11: familyfriendly) (26: food) (35: eattype) (52: name) (87: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Green Man is a restaurant with Japanese food and is near Express by Holiday Inn.,(4: name) (19: eattype) (35: food) (61: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man  is a restaurant that offers Japanese food. It is near Express by Holiday Inn in the area of riverside and is children friendly.,(0: name) (15: eattype) (38: food) (65: near) (103: area) (119: familyfriendly)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","Green Man, is a family friendly restaurant near Express by Holiday Inn that offers Japanese cuisine.",(0: name) (16: familyfriendly) (33: eattype) (49: near) (84: food)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family friendly Japanese restaurant located by the riverside Express by Holiday Inn.,(0: name) (15: familyfriendly) (31: food) (40: eattype) (66: area) (76: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Near the Express by Holiday Inn in Riverside there is a children friendly Japanese restaurant called Green Man.,(9: near) (35: area) (56: familyfriendly) (74: food) (83: eattype) (101: name)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a restaurant serving Japanese food in the riverside area near the Express by Holiday Inn. It is known to be kids-friendly.,(0: name) (15: eattype) (34: food) (55: area) (79: near) (121: familyfriendly)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","If you are near the Express by Holiday Inn in riverside, bring the kids to Green Man for some coffee.",(20: near) (46: area) (67: familyfriendly) (76: name)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","The Green Man, located on the riverside near the Express by Holiday Inn, features a kid-friendly restaurant atmosphere that serves Japanese cuisine as well.",(4: name) (31: area) (50: near) (84: familyfriendly) (99: eattype) (133: food)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","The Green Man is a children friendly restaurant which serves Japanese food, and is located near the Express by Holiday Inn by the riverside.",(4: name) (19: familyfriendly) (37: eattype) (61: food) (101: near) (131: area)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",A restaurant with Japanese food is Green Man and is next to Express by Holiday Inn.,(2: eattype) (18: food) (35: name) (60: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family friendly Japanese restaurant  located near the Express by Holiday Inn in riverside,(0: name) (15: familyfriendly) (31: food) (40: eattype) (68: near) (94: area)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Green Man Japanese restaurant is family friendly.  It is along the riverside near the Express by Holiday Inn.,(4: name) (14: food) (23: eattype) (37: familyfriendly) (71: area) (90: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","The Green Man is near Express by Holiday Inn and riverside.   It is a restaurant that provides Japanese food, and is family friendly.",(4: name) (22: near) (49: area) (69: eattype) (94: food) (115: familyfriendly)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","Green Man is a restaurant serving Japanese food. It is located near Express by Holiday Inn in the riverside area, and is child friendly",(0: name) (15: eattype) (34: food) (69: near) (99: area) (121: familyfriendly)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",A Japanese restaurant called the Green Man is family friendly. It is near the Express by Holiday Inn near the riverside.,(2: food) (11: eattype) (33: name) (46: familyfriendly) (79: near) (111: area)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a kid friendly restaurant in the riverside area that offers Japanese food near the Express by Holiday Inn,(0: name) (15: familyfriendly) (28: eattype) (46: area) (73: food) (96: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",near Express by Holiday Inn is a Japanese restaurant called Green Man. it is by the riverside and yes it is family friendly,(5: near) (33: food) (42: eattype) (60: name) (85: area) (108: familyfriendly)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","Near the Express by Holiday Inn, on the riverside,  is the Japanese family friendly restaurant, Green Man.",(9: near) (41: area) (60: food) (67: familyfriendly) (85: eattype) (98: name)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man located in riverside near Express by Holiday Inn is a family friendly Japanese restaurant,(0: name) (21: area) (36: near) (64: familyfriendly) (80: food) (89: eattype)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a riverside restaurant by Express by Holiday Inn that serves Japanese food. It is children friendly.,(0: name) (15: area) (25: eattype) (39: near) (74: food) (95: familyfriendly)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","Green Man, is a family friendly riverside restaurant near the Express by Holiday Inn, that serves Japanese food.",(0: name) (16: familyfriendly) (33: area) (43: eattype) (63: near) (100: food)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]","There is a restaurant style place in riverside that sells Japanese food, called Green Man. It is also kid friendly and located near Express by Holiday Inn.",(11: eattype) (37: area) (58: food) (81: name) (102: familyfriendly) (134: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a restaurant and also a Japanese restaurant great for family and close to Express by Holiday Inn,(0: name) (15: eattype) (37: food) (67: familyfriendly) (87: near)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a children friendly restaurant that offers Japanese food. It is near Express by Holiday Inn in the area of riverside.,(0: name) (15: familyfriendly) (33: eattype) (56: food) (83: near) (121: area)
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",Green Man is a family restaurant but also with Japanese food its near to the Express by Holiday Inn,(0: name) (15: familyfriendly) (22: eattype) (47: food) (77: near)
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne is a coffee shop at the riverside.,(4: name) (19: eattype) (38: area)
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne is a coffee shop in the riverside area of the city.,(4: name) (19: eattype) (38: area)
"name[Loch Fyne], eatType[coffee shop], area[riverside]",The Loch Fyne coffee shop is located on the bank of the river.,(4: name) (14: eattype) (56: area)
"name[Loch Fyne], eatType[pub], area[riverside]",The Loch Fyne is a pub at the riverside.,(4: name) (19: eattype) (30: area)
"name[Loch Fyne], eatType[pub], area[riverside]",The Loch Fyne is a pub in the riverside area of the city.,(4: name) (19: eattype) (30: area)
"name[Loch Fyne], eatType[pub], area[riverside]",The Loch Fyne pub is located on the bank of the river.,(4: name) (14: eattype) (48: area)
"name[Strada], eatType[coffee shop], area[city centre]",There is a coffee shop in the city centre called the Strada.,(11: eattype) (30: area) (53: name)
"name[Strada], eatType[coffee shop], area[city centre]",The Strada is a city centre area coffee shop.,(4: name) (16: area) (33: eattype)
"name[Strada], eatType[coffee shop], area[city centre]",The Strada is a coffee shop located in the centre of the city.,(4: name) (16: eattype) (43: area)
"name[Strada], eatType[coffee shop], area[city centre]","In city centre, there is a coffee shop called Strada.",(3: area) (28: eattype) (47: name)
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",The Strada is a coffee shop near All Bar One that has a customer rating of 1 out of 5.,(4: name) (16: eattype) (33: near) (75: customerrating)
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",Near All Bar One is the Strada coffee shop with a customer rating of 1 out of 5.,(5: near) (24: name) (31: eattype) (69: customerrating)
